session_id,arrival_time,departure_time,battery_capacity_kwh,soc_start,soc_target,energy_needed_kwh,charger_power_kw
S0870,2023-02-02 14:00:00,2023-02-03 06:00:00,40,0.573,0.793,8.797,7.4
S0871,2023-02-02 20:00:00,2023-02-03 06:00:00,82,0.555,0.942,31.765,11.0
S0872,2023-02-02 16:00:00,2023-02-03 09:00:00,50,0.161,0.57,20.437,3.7
S0873,2023-02-02 22:00:00,2023-02-03 09:00:00,50,0.514,0.691,8.843,7.4
S0874,2023-02-02 14:00:00,2023-02-03 08:00:00,50,0.531,0.943,20.579,7.4
S0875,2023-02-02 19:00:00,2023-02-03 07:00:00,75,0.156,0.647,36.851,7.4
S0876,2023-02-02 16:00:00,2023-02-03 07:00:00,75,0.594,0.887,21.973,7.4
S0877,2023-02-02 19:00:00,2023-02-03 06:00:00,40,0.239,0.804,22.603,3.7
S0878,2023-02-02 18:00:00,2023-02-03 07:00:00,60,0.549,0.914,21.886,3.7
S0879,2023-02-02 18:00:00,2023-02-03 09:00:00,60,0.396,0.708,18.692,11.0
S0880,2023-02-02 16:00:00,2023-02-03 08:00:00,82,0.478,0.634,12.787,11.0
S0881,2023-02-02 18:00:00,2023-02-03 05:00:00,50,0.453,0.797,17.175,3.7
S0882,2023-02-02 20:00:00,2023-02-03 06:00:00,50,0.241,0.85,30.444,3.7
S0883,2023-02-02 16:00:00,2023-02-03 08:00:00,75,0.465,0.812,25.995,3.7
S0884,2023-02-02 18:00:00,2023-02-03 07:00:00,82,0.367,0.631,21.653,7.4
S0885,2023-02-02 20:00:00,2023-02-03 05:00:00,82,0.524,0.893,30.244,7.4
S0886,2023-02-02 13:00:00,2023-02-03 07:00:00,82,0.608,0.894,23.399,3.7
S0887,2023-02-02 21:00:00,2023-02-03 09:00:00,40,0.154,0.836,27.282,7.4
S0888,2023-02-02 11:00:00,2023-02-03 08:00:00,82,0.504,0.853,28.623,7.4
S0889,2023-02-02 16:00:00,2023-02-03 04:00:00,75,0.532,0.708,13.2,7.4
S0890,2023-02-02 20:00:00,2023-02-03 03:00:00,60,0.621,0.948,19.583,7.4
S0891,2023-02-02 19:00:00,2023-02-03 04:00:00,75,0.472,0.871,29.874,11.0
S0892,2023-02-02 16:00:00,2023-02-03 06:00:00,60,0.468,0.67,12.108,3.7
S0893,2023-02-02 17:00:00,2023-02-03 05:00:00,50,0.217,0.713,24.792,7.4
S0894,2023-02-02 19:00:00,2023-02-03 09:00:00,40,0.163,0.92,30.283,3.7
S0895,2023-02-02 18:00:00,2023-02-03 08:00:00,40,0.437,0.91,18.905,3.7
S0896,2023-02-02 21:00:00,2023-02-03 06:00:00,40,0.296,0.602,12.229,11.0
S0897,2023-02-02 21:00:00,2023-02-03 09:00:00,50,0.397,0.893,24.815,11.0
S0898,2023-02-02 16:00:00,2023-02-03 08:00:00,60,0.202,0.855,39.185,11.0
S0899,2023-02-02 13:00:00,2023-02-03 09:00:00,40,0.208,0.819,24.446,7.4
S0900,2023-02-02 12:00:00,2023-02-03 08:00:00,50,0.513,0.95,21.817,11.0
S0901,2023-02-02 19:00:00,2023-02-03 07:00:00,82,0.274,0.883,49.988,11.0
S0902,2023-02-02 16:00:00,2023-02-03 07:00:00,75,0.353,0.634,21.124,11.0
S0903,2023-02-02 17:00:00,2023-02-03 07:00:00,75,0.267,0.843,43.156,7.4
S0904,2023-02-03 21:00:00,2023-02-04 05:00:00,40,0.301,0.748,17.859,7.4
S0905,2023-02-03 17:00:00,2023-02-04 06:00:00,40,0.419,0.871,18.07,7.4
S0906,2023-02-03 16:00:00,2023-02-04 06:00:00,82,0.571,0.774,16.617,11.0
S0907,2023-02-03 21:00:00,2023-02-04 07:00:00,40,0.595,0.921,13.042,7.4
S0908,2023-02-03 17:00:00,2023-02-04 10:00:00,50,0.447,0.712,13.226,3.7
S0909,2023-02-03 16:00:00,2023-02-04 07:00:00,50,0.553,0.759,10.347,3.7
S0910,2023-02-03 14:00:00,2023-02-04 10:00:00,82,0.246,0.912,54.591,7.4
S0911,2023-02-03 18:00:00,2023-02-04 07:00:00,82,0.481,0.73,20.44,7.4
S0912,2023-02-03 17:00:00,2023-02-04 09:00:00,50,0.261,0.95,34.43,7.4
S0913,2023-02-03 16:00:00,2023-02-04 08:00:00,75,0.166,0.928,57.152,3.7
S0914,2023-02-03 22:00:00,2023-02-04 06:00:00,50,0.576,0.797,11.021,11.0
S0915,2023-02-03 19:00:00,2023-02-04 07:00:00,60,0.596,0.78,11.033,7.4
S0916,2023-02-03 16:00:00,2023-02-04 08:00:00,40,0.623,0.817,7.743,7.4
S0917,2023-02-03 20:00:00,2023-02-04 07:00:00,75,0.308,0.832,39.242,7.4
S0918,2023-02-03 19:00:00,2023-02-04 09:00:00,75,0.328,0.67,25.613,11.0
S0919,2023-02-03 21:00:00,2023-02-04 09:00:00,60,0.494,0.698,12.207,3.7
S0920,2023-02-03 17:00:00,2023-02-04 08:00:00,60,0.499,0.727,13.64,7.4
S0921,2023-02-03 20:00:00,2023-02-04 07:00:00,40,0.446,0.707,10.462,11.0
S0922,2023-02-03 15:00:00,2023-02-04 07:00:00,60,0.488,0.948,27.604,11.0
S0923,2023-02-03 23:00:00,2023-02-04 07:00:00,50,0.348,0.737,19.445,3.7
S0924,2023-02-03 19:00:00,2023-02-04 08:00:00,50,0.166,0.908,37.131,11.0
S0925,2023-02-03 11:00:00,2023-02-04 05:00:00,50,0.571,0.828,12.83,3.7
S0926,2023-02-03 22:00:00,2023-02-04 06:00:00,82,0.623,0.881,21.152,11.0
S0927,2023-02-03 17:00:00,2023-02-04 06:00:00,40,0.334,0.835,20.041,3.7
S0928,2023-02-03 14:00:00,2023-02-04 04:00:00,40,0.162,0.603,17.672,3.7
S0929,2023-02-03 15:00:00,2023-02-04 10:00:00,40,0.619,0.799,7.212,3.7
S0930,2023-02-03 17:00:00,2023-02-04 07:00:00,82,0.557,0.715,12.967,7.4
S0931,2023-02-03 15:00:00,2023-02-04 06:00:00,40,0.284,0.915,25.232,11.0
S0932,2023-02-03 18:00:00,2023-02-04 08:00:00,75,0.157,0.769,45.937,11.0
S0933,2023-02-03 19:00:00,2023-02-04 07:00:00,75,0.228,0.727,37.408,3.7
S0934,2023-02-04 14:00:00,2023-02-05 11:00:00,60,0.43,0.747,18.999,3.7
S0935,2023-02-04 16:00:00,2023-02-05 09:00:00,60,0.418,0.934,30.939,7.4
S0936,2023-02-04 17:00:00,2023-02-05 10:00:00,75,0.286,0.9,46.029,7.4
S0937,2023-02-04 17:00:00,2023-02-05 09:00:00,60,0.202,0.866,39.822,11.0
S0938,2023-02-04 09:00:00,2023-02-04 11:00:00,40,0.165,0.723,22.33,3.7
S0939,2023-02-04 17:00:00,2023-02-05 08:00:00,40,0.414,0.855,17.627,3.7
S0940,2023-02-04 20:00:00,2023-02-05 07:00:00,60,0.159,0.839,40.794,7.4
S0941,2023-02-04 18:00:00,2023-02-05 09:00:00,40,0.538,0.763,9.022,11.0
S0942,2023-02-04 14:00:00,2023-02-05 06:00:00,50,0.6,0.888,14.382,7.4
S0943,2023-02-04 15:00:00,2023-02-05 09:00:00,75,0.258,0.859,45.037,3.7
S0944,2023-02-04 13:00:00,2023-02-05 10:00:00,40,0.323,0.895,22.863,11.0
S0945,2023-02-04 15:00:00,2023-02-05 10:00:00,60,0.334,0.716,22.941,11.0
S0946,2023-02-04 17:00:00,2023-02-05 08:00:00,50,0.481,0.846,18.208,11.0
S0947,2023-02-04 18:00:00,2023-02-05 08:00:00,50,0.315,0.764,22.452,11.0
S0948,2023-02-04 13:00:00,2023-02-05 12:00:00,40,0.509,0.934,16.984,7.4
S0949,2023-02-04 21:00:00,2023-02-05 11:00:00,82,0.45,0.942,40.33,3.7
S0950,2023-02-04 15:00:00,2023-02-05 08:00:00,40,0.467,0.806,13.582,7.4
S0951,2023-02-04 17:00:00,2023-02-05 08:00:00,40,0.522,0.904,15.271,11.0
S0952,2023-02-04 17:00:00,2023-02-05 07:00:00,40,0.244,0.778,21.331,3.7
S0953,2023-02-04 16:00:00,2023-02-05 06:00:00,50,0.264,0.706,22.114,7.4
S0954,2023-02-04 16:00:00,2023-02-05 09:00:00,40,0.21,0.915,28.186,7.4
S0955,2023-02-04 17:00:00,2023-02-05 08:00:00,50,0.288,0.884,29.821,3.7
S0956,2023-02-04 15:00:00,2023-02-05 07:00:00,82,0.364,0.923,45.84,11.0
S0957,2023-02-04 16:00:00,2023-02-05 08:00:00,50,0.397,0.829,21.592,11.0
S0958,2023-02-04 20:00:00,2023-02-05 08:00:00,60,0.155,0.805,38.964,7.4
S0959,2023-02-04 19:00:00,2023-02-05 07:00:00,82,0.464,0.677,17.447,11.0
S0960,2023-02-04 11:00:00,2023-02-05 06:00:00,50,0.485,0.642,7.804,7.4
S0961,2023-02-04 16:00:00,2023-02-05 09:00:00,60,0.484,0.706,13.324,7.4
S0962,2023-02-04 11:00:00,2023-02-05 08:00:00,40,0.635,0.947,12.469,3.7
S0963,2023-02-04 15:00:00,2023-02-05 10:00:00,82,0.162,0.701,44.14,3.7
S0964,2023-02-05 14:00:00,2023-02-06 08:00:00,40,0.423,0.7,11.1,7.4
S0965,2023-02-05 17:00:00,2023-02-06 09:00:00,60,0.312,0.805,29.561,7.4
S0966,2023-02-05 20:00:00,2023-02-06 09:00:00,75,0.482,0.71,17.11,11.0
S0967,2023-02-05 13:00:00,2023-02-06 08:00:00,75,0.558,0.892,25.047,7.4
S0968,2023-02-05 17:00:00,2023-02-06 08:00:00,82,0.59,0.782,15.742,11.0
S0969,2023-02-05 15:00:00,2023-02-06 09:00:00,75,0.504,0.828,24.316,3.7
S0970,2023-02-05 12:00:00,2023-02-06 09:00:00,50,0.171,0.554,19.166,3.7
S0971,2023-02-05 15:00:00,2023-02-06 10:00:00,40,0.324,0.597,10.909,7.4
S0972,2023-02-05 18:00:00,2023-02-06 11:00:00,75,0.298,0.928,47.265,11.0
S0973,2023-02-05 20:00:00,2023-02-06 09:00:00,82,0.382,0.931,44.952,3.7
S0974,2023-02-05 17:00:00,2023-02-06 11:00:00,82,0.47,0.875,33.197,3.7
S0975,2023-02-05 12:00:00,2023-02-06 10:00:00,82,0.16,0.833,55.202,11.0
S0976,2023-02-05 14:00:00,2023-02-06 09:00:00,60,0.281,0.826,32.675,3.7
S0977,2023-02-05 16:00:00,2023-02-06 06:00:00,50,0.306,0.621,15.748,11.0
S0978,2023-02-05 17:00:00,2023-02-06 09:00:00,50,0.235,0.703,23.414,11.0
S0979,2023-02-05 17:00:00,2023-02-06 09:00:00,60,0.369,0.887,31.082,3.7
S0980,2023-02-05 15:00:00,2023-02-06 11:00:00,40,0.632,0.85,8.713,11.0
S0981,2023-02-05 15:00:00,2023-02-06 09:00:00,60,0.611,0.903,17.516,7.4
S0982,2023-02-05 16:00:00,2023-02-06 08:00:00,75,0.529,0.78,18.801,11.0
S0983,2023-02-05 12:00:00,2023-02-06 10:00:00,40,0.611,0.937,13.058,7.4
S0984,2023-02-05 16:00:00,2023-02-06 08:00:00,75,0.609,0.845,17.706,7.4
S0985,2023-02-05 17:00:00,2023-02-06 10:00:00,50,0.25,0.72,23.525,3.7
S0986,2023-02-05 16:00:00,2023-02-06 09:00:00,50,0.291,0.743,22.571,3.7
S0987,2023-02-05 16:00:00,2023-02-06 09:00:00,75,0.306,0.946,48.031,7.4
S0988,2023-02-05 14:00:00,2023-02-06 10:00:00,50,0.494,0.743,12.439,3.7
S0989,2023-02-06 18:00:00,2023-02-07 05:00:00,50,0.567,0.73,8.12,11.0
S0990,2023-02-06 15:00:00,2023-02-07 08:00:00,40,0.403,0.711,12.331,7.4
S0991,2023-02-06 18:00:00,2023-02-07 07:00:00,40,0.488,0.665,7.098,11.0
S0992,2023-02-06 18:00:00,2023-02-07 08:00:00,50,0.295,0.657,18.058,3.7
S0993,2023-02-06 21:00:00,2023-02-07 07:00:00,40,0.445,0.838,15.725,3.7
S0994,2023-02-06 15:00:00,2023-02-07 07:00:00,75,0.554,0.736,13.659,3.7
S0995,2023-02-06 18:00:00,2023-02-07 09:00:00,50,0.316,0.91,29.708,11.0
S0996,2023-02-06 17:00:00,2023-02-07 06:00:00,60,0.467,0.801,20.088,11.0
S0997,2023-02-06 18:00:00,2023-02-07 08:00:00,60,0.347,0.881,32.036,7.4
S0998,2023-02-06 17:00:00,2023-02-07 07:00:00,82,0.365,0.809,36.397,7.4
S0999,2023-02-06 23:00:00,2023-02-07 05:00:00,40,0.269,0.582,12.545,3.7
S1000,2023-02-06 14:00:00,2023-02-07 06:00:00,40,0.492,0.723,9.237,7.4
S1001,2023-02-06 19:00:00,2023-02-07 06:00:00,50,0.565,0.751,9.315,3.7
S1002,2023-02-06 22:00:00,2023-02-07 06:00:00,75,0.354,0.945,44.372,7.4
S1003,2023-02-06 16:00:00,2023-02-07 07:00:00,75,0.345,0.773,32.137,11.0
S1004,2023-02-06 20:00:00,2023-02-07 07:00:00,50,0.322,0.71,19.432,3.7
S1005,2023-02-06 18:00:00,2023-02-07 07:00:00,82,0.297,0.716,34.394,11.0
S1006,2023-02-06 23:00:00,2023-02-07 10:00:00,82,0.395,0.595,16.384,7.4
S1007,2023-02-06 19:00:00,2023-02-07 08:00:00,75,0.59,0.815,16.85,7.4
S1008,2023-02-06 15:00:00,2023-02-07 05:00:00,60,0.152,0.922,46.241,11.0
S1009,2023-02-06 22:00:00,2023-02-07 06:00:00,75,0.339,0.872,39.938,3.7
S1010,2023-02-06 20:00:00,2023-02-07 08:00:00,75,0.504,0.804,22.497,11.0
S1011,2023-02-06 18:00:00,2023-02-07 06:00:00,50,0.318,0.651,16.632,11.0
S1012,2023-02-06 16:00:00,2023-02-07 09:00:00,60,0.576,0.929,21.195,7.4
S1013,2023-02-06 22:00:00,2023-02-07 07:00:00,50,0.376,0.591,10.739,7.4
S1014,2023-02-07 13:00:00,2023-02-08 06:00:00,40,0.405,0.928,20.947,7.4
S1015,2023-02-07 18:00:00,2023-02-08 09:00:00,40,0.556,0.872,12.625,11.0
S1016,2023-02-07 14:00:00,2023-02-08 07:00:00,82,0.395,0.677,23.089,3.7
S1017,2023-02-07 14:00:00,2023-02-08 06:00:00,50,0.192,0.569,18.814,11.0
S1018,2023-02-07 16:00:00,2023-02-08 07:00:00,82,0.554,0.832,22.792,3.7
S1019,2023-02-07 17:00:00,2023-02-08 06:00:00,60,0.602,0.777,10.517,3.7
S1020,2023-02-07 19:00:00,2023-02-08 08:00:00,60,0.204,0.65,26.748,11.0
S1021,2023-02-07 21:00:00,2023-02-08 06:00:00,50,0.482,0.764,14.088,11.0
S1022,2023-02-07 18:00:00,2023-02-08 09:00:00,82,0.631,0.835,16.754,11.0
S1023,2023-02-07 20:00:00,2023-02-08 06:00:00,75,0.283,0.61,24.565,7.4
S1024,2023-02-07 20:00:00,2023-02-08 05:00:00,40,0.625,0.916,11.64,3.7
S1025,2023-02-07 19:00:00,2023-02-08 08:00:00,60,0.234,0.563,19.788,3.7
S1026,2023-02-07 18:00:00,2023-02-08 07:00:00,50,0.253,0.938,34.234,11.0
S1027,2023-02-07 16:00:00,2023-02-08 05:00:00,40,0.287,0.576,11.562,11.0
S1028,2023-02-07 21:00:00,2023-02-08 10:00:00,50,0.53,0.811,14.048,7.4
S1029,2023-02-07 17:00:00,2023-02-08 07:00:00,60,0.5,0.656,9.405,3.7
S1030,2023-02-07 22:00:00,2023-02-08 09:00:00,82,0.568,0.746,14.635,7.4
S1031,2023-02-07 21:00:00,2023-02-08 07:00:00,50,0.2,0.691,24.544,3.7
S1032,2023-02-07 21:00:00,2023-02-08 04:00:00,50,0.531,0.797,13.273,3.7
S1033,2023-02-07 14:00:00,2023-02-08 06:00:00,75,0.419,0.909,36.717,7.4
S1034,2023-02-07 20:00:00,2023-02-08 08:00:00,50,0.303,0.828,26.281,3.7
S1035,2023-02-07 16:00:00,2023-02-08 06:00:00,40,0.646,0.857,8.442,7.4
S1036,2023-02-07 16:00:00,2023-02-08 05:00:00,40,0.439,0.721,11.255,3.7
S1037,2023-02-07 17:00:00,2023-02-08 06:00:00,40,0.524,0.752,9.113,11.0
S1038,2023-02-07 16:00:00,2023-02-08 07:00:00,40,0.199,0.729,21.188,7.4
S1039,2023-02-07 19:00:00,2023-02-08 04:00:00,75,0.582,0.925,25.696,11.0
S1040,2023-02-07 17:00:00,2023-02-08 04:00:00,75,0.24,0.938,52.367,3.7
S1041,2023-02-07 18:00:00,2023-02-08 05:00:00,50,0.323,0.609,14.328,7.4
S1042,2023-02-07 21:00:00,2023-02-08 04:00:00,40,0.45,0.9,18.005,3.7
S1043,2023-02-07 23:00:00,2023-02-08 09:00:00,60,0.253,0.711,27.482,11.0
S1044,2023-02-07 18:00:00,2023-02-08 05:00:00,82,0.306,0.598,24.004,3.7
S1045,2023-02-07 19:00:00,2023-02-08 06:00:00,60,0.214,0.592,22.681,7.4
S1046,2023-02-08 16:00:00,2023-02-09 06:00:00,82,0.602,0.911,25.368,3.7
S1047,2023-02-08 22:00:00,2023-02-09 09:00:00,82,0.296,0.679,31.375,11.0
S1048,2023-02-08 14:00:00,2023-02-09 08:00:00,75,0.557,0.747,14.251,7.4
S1049,2023-02-08 19:00:00,2023-02-09 08:00:00,75,0.579,0.892,23.462,3.7
S1050,2023-02-08 20:00:00,2023-02-09 07:00:00,50,0.316,0.584,13.376,7.4
S1051,2023-02-08 23:00:00,2023-02-09 07:00:00,60,0.433,0.674,14.481,11.0
S1052,2023-02-08 23:00:00,2023-02-09 06:00:00,50,0.176,0.554,18.9,3.7
S1053,2023-02-08 22:00:00,2023-02-09 07:00:00,50,0.27,0.638,18.437,11.0
S1054,2023-02-08 16:00:00,2023-02-09 06:00:00,82,0.579,0.879,24.589,7.4
S1055,2023-02-08 21:00:00,2023-02-09 09:00:00,82,0.585,0.922,27.611,7.4
S1056,2023-02-08 21:00:00,2023-02-09 08:00:00,40,0.485,0.866,15.23,11.0
S1057,2023-02-08 21:00:00,2023-02-09 07:00:00,60,0.388,0.603,12.878,3.7
S1058,2023-02-08 17:00:00,2023-02-09 05:00:00,82,0.647,0.815,13.736,11.0
S1059,2023-02-08 19:00:00,2023-02-09 06:00:00,60,0.203,0.936,44.012,11.0
S1060,2023-02-08 17:00:00,2023-02-09 09:00:00,75,0.27,0.756,36.446,3.7
S1061,2023-02-08 20:00:00,2023-02-09 06:00:00,75,0.196,0.722,39.44,11.0
S1062,2023-02-08 22:00:00,2023-02-09 07:00:00,82,0.553,0.735,14.946,11.0
S1063,2023-02-08 19:00:00,2023-02-09 06:00:00,50,0.543,0.812,13.423,7.4
S1064,2023-02-08 18:00:00,2023-02-09 08:00:00,50,0.585,0.871,14.304,7.4
S1065,2023-02-08 18:00:00,2023-02-09 07:00:00,40,0.641,0.801,6.401,11.0
S1066,2023-02-08 17:00:00,2023-02-09 08:00:00,82,0.529,0.832,24.829,3.7
S1067,2023-02-08 21:00:00,2023-02-09 04:00:00,60,0.546,0.889,20.549,3.7
S1068,2023-02-08 19:00:00,2023-02-09 08:00:00,82,0.442,0.946,41.299,11.0
S1069,2023-02-08 22:00:00,2023-02-09 09:00:00,75,0.377,0.74,27.184,7.4
S1070,2023-02-09 16:00:00,2023-02-10 06:00:00,75,0.395,0.637,18.103,3.7
S1071,2023-02-09 15:00:00,2023-02-10 07:00:00,40,0.206,0.648,17.679,3.7
S1072,2023-02-09 13:00:00,2023-02-10 09:00:00,82,0.325,0.728,33.014,3.7
S1073,2023-02-09 13:00:00,2023-02-10 07:00:00,75,0.38,0.742,27.149,11.0
S1074,2023-02-09 16:00:00,2023-02-10 08:00:00,60,0.637,0.898,15.644,7.4
S1075,2023-02-09 21:00:00,2023-02-10 08:00:00,75,0.515,0.73,16.109,7.4
S1076,2023-02-09 21:00:00,2023-02-10 07:00:00,60,0.252,0.918,39.976,7.4
S1077,2023-02-09 18:00:00,2023-02-10 06:00:00,50,0.517,0.861,17.204,3.7
S1078,2023-02-09 20:00:00,2023-02-10 06:00:00,40,0.312,0.893,23.236,11.0
S1079,2023-02-09 20:00:00,2023-02-10 05:00:00,40,0.558,0.874,12.647,3.7
S1080,2023-02-09 15:00:00,2023-02-10 06:00:00,75,0.409,0.834,31.909,7.4
S1081,2023-02-09 16:00:00,2023-02-10 07:00:00,60,0.27,0.894,37.44,11.0
S1082,2023-02-09 16:00:00,2023-02-10 06:00:00,50,0.492,0.648,7.804,7.4
S1083,2023-02-09 20:00:00,2023-02-10 08:00:00,75,0.315,0.585,20.292,3.7
S1084,2023-02-09 20:00:00,2023-02-10 07:00:00,60,0.229,0.605,22.558,3.7
S1085,2023-02-09 19:00:00,2023-02-10 05:00:00,75,0.589,0.76,12.834,3.7
S1086,2023-02-09 14:00:00,2023-02-10 06:00:00,50,0.31,0.705,19.724,11.0
S1087,2023-02-09 18:00:00,2023-02-10 07:00:00,40,0.609,0.848,9.584,3.7
S1088,2023-02-09 16:00:00,2023-02-10 08:00:00,75,0.436,0.732,22.198,3.7
S1089,2023-02-09 14:00:00,2023-02-10 08:00:00,82,0.356,0.558,16.543,11.0
S1090,2023-02-09 17:00:00,2023-02-10 08:00:00,40,0.42,0.909,19.546,11.0
S1091,2023-02-09 20:00:00,2023-02-10 06:00:00,60,0.203,0.601,23.861,7.4
S1092,2023-02-09 18:00:00,2023-02-10 09:00:00,60,0.208,0.921,42.805,7.4
S1093,2023-02-09 19:00:00,2023-02-10 05:00:00,60,0.605,0.934,19.714,7.4
S1094,2023-02-09 22:00:00,2023-02-10 04:00:00,82,0.637,0.859,18.17,11.0
S1095,2023-02-10 19:00:00,2023-02-11 09:00:00,60,0.498,0.724,13.578,3.7
S1096,2023-02-10 21:00:00,2023-02-11 06:00:00,82,0.588,0.853,21.73,11.0
S1097,2023-02-10 16:00:00,2023-02-11 08:00:00,50,0.471,0.772,15.029,11.0
S1098,2023-02-10 22:00:00,2023-02-11 06:00:00,60,0.348,0.943,35.717,3.7
S1099,2023-02-10 17:00:00,2023-02-11 07:00:00,50,0.412,0.911,24.962,3.7
S1100,2023-02-10 12:00:00,2023-02-11 07:00:00,75,0.369,0.6,17.326,7.4
S1101,2023-02-10 15:00:00,2023-02-11 08:00:00,60,0.439,0.823,22.996,11.0
S1102,2023-02-10 18:00:00,2023-02-11 07:00:00,60,0.639,0.928,17.361,3.7
S1103,2023-02-10 14:00:00,2023-02-11 06:00:00,40,0.352,0.9,21.919,7.4
S1104,2023-02-10 17:00:00,2023-02-11 07:00:00,50,0.443,0.791,17.382,7.4
S1105,2023-02-10 20:00:00,2023-02-11 05:00:00,82,0.37,0.651,23.022,3.7
S1106,2023-02-10 16:00:00,2023-02-11 06:00:00,82,0.312,0.846,43.777,3.7
S1107,2023-02-10 17:00:00,2023-02-11 06:00:00,50,0.6,0.76,7.998,3.7
S1108,2023-02-10 18:00:00,2023-02-11 06:00:00,75,0.295,0.89,44.642,11.0
S1109,2023-02-10 15:00:00,2023-02-11 07:00:00,75,0.537,0.932,29.667,7.4
S1110,2023-02-10 18:00:00,2023-02-11 06:00:00,60,0.362,0.885,31.359,7.4
S1111,2023-02-10 20:00:00,2023-02-11 06:00:00,40,0.637,0.84,8.136,11.0
S1112,2023-02-10 19:00:00,2023-02-11 05:00:00,60,0.485,0.781,17.757,7.4
S1113,2023-02-10 14:00:00,2023-02-11 09:00:00,50,0.207,0.596,19.442,11.0
S1114,2023-02-10 19:00:00,2023-02-11 09:00:00,40,0.451,0.936,19.426,7.4
S1115,2023-02-10 16:00:00,2023-02-11 08:00:00,60,0.474,0.633,9.552,3.7
S1116,2023-02-10 20:00:00,2023-02-11 08:00:00,40,0.362,0.919,22.306,11.0
S1117,2023-02-10 20:00:00,2023-02-11 10:00:00,40,0.312,0.758,17.83,11.0
S1118,2023-02-10 15:00:00,2023-02-11 06:00:00,50,0.464,0.798,16.691,7.4
S1119,2023-02-10 21:00:00,2023-02-11 05:00:00,82,0.373,0.661,23.566,7.4
S1120,2023-02-10 20:00:00,2023-02-11 07:00:00,40,0.482,0.849,14.659,11.0
S1121,2023-02-10 19:00:00,2023-02-11 03:00:00,40,0.203,0.661,18.331,7.4
S1122,2023-02-10 23:00:00,2023-02-11 08:00:00,82,0.186,0.836,53.243,3.7
S1123,2023-02-10 21:00:00,2023-02-11 08:00:00,40,0.367,0.787,16.817,7.4
S1124,2023-02-10 20:00:00,2023-02-11 07:00:00,60,0.308,0.867,33.555,3.7
S1125,2023-02-10 20:00:00,2023-02-11 08:00:00,50,0.646,0.947,15.081,3.7
S1126,2023-02-11 15:00:00,2023-02-12 05:00:00,50,0.201,0.681,24.028,7.4
S1127,2023-02-11 16:00:00,2023-02-12 07:00:00,40,0.393,0.864,18.851,11.0
S1128,2023-02-11 11:00:00,2023-02-12 06:00:00,40,0.575,0.805,9.198,3.7
S1129,2023-02-11 16:00:00,2023-02-12 07:00:00,75,0.453,0.818,27.383,3.7
S1130,2023-02-11 19:00:00,2023-02-12 10:00:00,82,0.418,0.873,37.311,7.4
S1131,2023-02-11 18:00:00,2023-02-12 06:00:00,75,0.645,0.893,18.6,11.0
S1132,2023-02-11 15:00:00,2023-02-12 09:00:00,75,0.373,0.577,15.312,7.4
S1133,2023-02-11 19:00:00,2023-02-12 07:00:00,50,0.189,0.922,36.658,11.0
S1134,2023-02-11 13:00:00,2023-02-12 07:00:00,40,0.558,0.857,11.987,11.0
S1135,2023-02-11 13:00:00,2023-02-12 10:00:00,60,0.257,0.717,27.611,11.0
S1136,2023-02-11 17:00:00,2023-02-12 07:00:00,40,0.319,0.702,15.295,3.7
S1137,2023-02-11 11:00:00,2023-02-12 07:00:00,82,0.595,0.788,15.834,7.4
S1138,2023-02-11 16:00:00,2023-02-12 12:00:00,60,0.198,0.703,30.32,11.0
S1139,2023-02-11 12:00:00,2023-02-12 11:00:00,60,0.384,0.946,33.684,11.0
S1140,2023-02-11 17:00:00,2023-02-12 09:00:00,75,0.485,0.64,11.656,7.4
S1141,2023-02-11 13:00:00,2023-02-12 11:00:00,82,0.381,0.555,14.264,11.0
S1142,2023-02-11 16:00:00,2023-02-12 10:00:00,82,0.22,0.785,46.312,7.4
S1143,2023-02-11 20:00:00,2023-02-12 10:00:00,82,0.175,0.591,34.187,11.0
S1144,2023-02-11 14:00:00,2023-02-12 09:00:00,50,0.547,0.735,9.402,3.7
S1145,2023-02-11 18:00:00,2023-02-12 08:00:00,40,0.481,0.78,11.96,3.7
S1146,2023-02-11 17:00:00,2023-02-12 08:00:00,40,0.176,0.916,29.623,11.0
S1147,2023-02-11 15:00:00,2023-02-12 10:00:00,50,0.628,0.863,11.784,7.4
S1148,2023-02-11 17:00:00,2023-02-12 10:00:00,40,0.389,0.863,18.987,11.0
S1149,2023-02-11 19:00:00,2023-02-12 07:00:00,40,0.454,0.657,8.111,3.7
S1150,2023-02-11 13:00:00,2023-02-12 08:00:00,60,0.175,0.709,32.014,3.7
S1151,2023-02-11 13:00:00,2023-02-12 09:00:00,40,0.525,0.693,6.702,11.0
S1152,2023-02-11 18:00:00,2023-02-12 11:00:00,50,0.437,0.769,16.587,7.4
S1153,2023-02-12 12:00:00,2023-02-13 09:00:00,40,0.562,0.921,14.366,3.7
S1154,2023-02-12 17:00:00,2023-02-13 09:00:00,40,0.519,0.705,7.443,3.7
S1155,2023-02-12 20:00:00,2023-02-13 10:00:00,82,0.418,0.656,19.522,3.7
S1156,2023-02-12 21:00:00,2023-02-13 10:00:00,60,0.284,0.949,39.905,11.0
S1157,2023-02-12 18:00:00,2023-02-13 10:00:00,75,0.346,0.71,27.307,3.7
S1158,2023-02-12 20:00:00,2023-02-13 10:00:00,82,0.423,0.837,33.955,3.7
S1159,2023-02-12 16:00:00,2023-02-13 07:00:00,60,0.435,0.747,18.679,3.7
